"","char.name","char.stat","char.value"
"2050","Amber Kalirai","Number of appearances","250"
"2051","Amber Kalirai","Played by","Nikki Patel"
"2052","Jenna Kamara","Born","24th April 1984"
"2053","Jenna Kamara","Birthplace","Nottingham"
"2054","Jenna Kamara","Residence","Madrid"
"2055","Jenna Kamara","Father","Lloyd Mullaney (biological father)Johnny Kamara (legal father)"
"2056","Jenna Kamara","Mother","Mandy Kamara"
"2057","Jenna Kamara","Sibling(s)","younger half-sister"
"2058","Jenna Kamara","First appearance","19th September 2012"
"2059","Jenna Kamara","Last appearance","13th August 2014"
"2060","Jenna Kamara","Duration","2012-2014"
"2061","Jenna Kamara","Number of appearances","154"
"2062","Jenna Kamara","Played by","Krissi Bohn"
"2063","Mandy Kamara","Occupation","Chef"
"2064","Mandy Kamara","Residence","Wythenshawe"
"2065","Mandy Kamara","Spouse(s)","Johnny Kamara"
"2066","Mandy Kamara","Children","Jenna Kamara (1984)"
"2067","Mandy Kamara","First appearance","14th September 2012"
"2068","Mandy Kamara","Last appearance","9th August 2013"
"2069","Mandy Kamara","Duration","2012-2013"
"2070","Mandy Kamara","Number of appearances","81"
"2071","Mandy Kamara","Played by","Pamela Nomvete"
"2072","Greg Kelly","Born","1st June 1972"
"2073","Greg Kelly","Father","Les Battersby"
"2074","Greg Kelly","Mother","Moira Wood"
"2075","Greg Kelly","Sibling(s)","Leanne Battersby (half-sister) Chesney Brown (adoptive half-brother)"
"2076","Greg Kelly","First appearance","1st April 1998"
"2077","Greg Kelly","Last appearance","16th May 1999"
"2078","Greg Kelly","Duration","1998-1999"
"2079","Greg Kelly","Number of appearances","117"
"2080","Greg Kelly","Played by","Stephen Billington"
"2081","Tom Kerrigan","Occupation","Businessman"
"2082","Tom Kerrigan","Born","1977"
"2083","Tom Kerrigan","Father","Brendan Kerrigan"
"2084","Tom Kerrigan","First appearance","6th February 2008"
"2085","Tom Kerrigan","Last appearance","24th April 2009"
"2086","Tom Kerrigan","Duration","2008-2009"
"2087","Tom Kerrigan","Number of appearances","69"
"2088","Tom Kerrigan","Played by","Philip McGinley"
"2089","Paul Kershaw","Occupation","Firefighter"
"2090","Paul Kershaw","Born","19th August"
"2091","Paul Kershaw","Spouse(s)","Lesley Kershaw (1988)"
"2092","Paul Kershaw","First appearance","8th December 2010"
"2093","Paul Kershaw","Last appearance","21st August 2013"
"2094","Paul Kershaw","Duration","2010, 2011-2013"
"2095","Paul Kershaw","Number of appearances","179"
"2096","Paul Kershaw","Played by","Tony Hirst"
"2097","Felicity Khan","Occupation","Student"
"2098","Felicity Khan","Residence","France"
"2099","Felicity Khan","Father","Mr Khan"
"2100","Felicity Khan","Sibling(s)","Joanne Khan"
"2101","Felicity Khan","First appearance","14th February 1990"
"2102","Felicity Khan","Last appearance","1st August 1990"
"2103","Felicity Khan","Duration","1990"
"2104","Felicity Khan","Number of appearances","35"
"2105","Felicity Khan","Played by","Rita Wolf"
"2106","Penny King","Occupation","Businesswoman"
"2107","Penny King","Spouse(s)","Preston King"
"2108","Penny King","First appearance","8th August 2003"
"2109","Penny King","Last appearance","17th April 2006"
"2110","Penny King","Duration","2003-2006"
"2111","Penny King","Number of appearances","118"
"2112","Penny King","Played by","Pauline Fleming"
"2113","Sam Kingston","Occupation","Mechanic"
"2114","Sam Kingston","Residence","Ibiza"
"2115","Sam Kingston","Mother","Brenda Kingston"
"2116","Sam Kingston","First appearance","19th June 2000"
"2117","Sam Kingston","Last appearance","7th June 2002"
"2118","Sam Kingston","Duration","2000-2002"
"2119","Sam Kingston","Number of appearances","140"
"2120","Sam Kingston","Played by","Scott Wright"
"2121","Ray Langton","Occupation","Builder"
"2122","Ray Langton","Born","18th February 1947"
"2123","Ray Langton","Birthplace","2 Gas Street, Weatherfield"
"2124","Ray Langton","Died","8th April 2005"
"2125","Ray Langton","Mother","Mary Langton"
"2126","Ray Langton","Sibling(s)","Janice Langton"
"2127","Ray Langton","Spouse(s)","Deirdre Hunt (1975)Unnamed second wife"
"2128","Ray Langton","Children","Tracy Langton (1977)Unnamed stillborn son"
"2129","Ray Langton","First appearance","21st February 1966"
"2130","Ray Langton","Last appearance","10th April 2005"
"2131","Ray Langton","Duration","1966, 1968-1978, 2005"
"2132","Ray Langton","Number of appearances","799"
"2133","Ray Langton","Played by","Neville Buswell"
"2134","Bobbi Lewis","Occupation","Factory machinist"
"2135","Bobbi Lewis","First appearance","20th March 2000"
"2136","Bobbi Lewis","Last appearance","5th April 2002"
"2137","Bobbi Lewis","Duration","2000-2002"
"2138","Bobbi Lewis","Number of appearances","134"
"2139","Bobbi Lewis","Played by","Naomi Ryan"
"2140","Florrie Lindley","Occupation","Shopkeeper"
"2141","Florrie Lindley","Born","12th June 1922"
"2142","Florrie Lindley","Residence","Canada"
"2143","Florrie Lindley","Spouse(s)","Norman Lindley"
"2144","Florrie Lindley","First appearance","9th December 1960"
"2145","Florrie Lindley","Last appearance","2nd June 1965"
"2146","Florrie Lindley","Duration","1960-1965"
"2147","Florrie Lindley","Number of appearances","310"
"2148","Florrie Lindley","Played by","Betty Alberge"
"2149","Callum Logan","Born","1987"
"2150","Callum Logan","Died","21st September 2015"
"2151","Callum Logan","Mother","Marion Logan"
"2152","Callum Logan","Children","Max Turner (2006) Harry Platt (2016)"
"2153","Callum Logan","First appearance","3rd October 2014"
"2154","Callum Logan","Last appearance","23rd September 2015"
"2155","Callum Logan","Duration","2014-2015"
"2156","Callum Logan","Number of appearances","114"
"2157","Callum Logan","Played by","Sean Ward"
"2158","Martha Longhurst","Occupation","Cleaner"
"2159","Martha Longhurst","Born","2nd September 1896"
"2160","Martha Longhurst","Died","13th May 1964"
"2161","Martha Longhurst","Father","Jack Hartley"
"2162","Martha Longhurst","Mother","Mary Hartley"
"2163","Martha Longhurst","Sibling(s)","2 sisters"
"2164","Martha Longhurst","Spouse(s)","Percy Longhurst (1919)"
"2165","Martha Longhurst","Children","Lily Longhurst (1926)Harold Longhurst"
"2166","Martha Longhurst","First appearance","14th December 1960"
"2167","Martha Longhurst","Last appearance","13th May 1964 (on-screen) 16th June 1975 (voice appearance)"
"2168","Martha Longhurst","Duration","1960-1964"
"2169","Martha Longhurst","Number of appearances","299"
"2170","Martha Longhurst","Played by","Lynne Carol"
"2171","Doreen Lostock","Occupation","Shop assistant"
"2172","Doreen Lostock","Born","1st February 1941"
"2173","Doreen Lostock","Sibling(s)","A brother  A sister"
"2174","Doreen Lostock","First appearance","18th January 1961"
"2175","Doreen Lostock","Last appearance","2nd October 1963"
"2176","Doreen Lostock","Duration","1961, 1962-1963"
"2177","Doreen Lostock","Number of appearances","145"
"2178","Doreen Lostock","Played by","Angela Crow"
"2179","Nina Lucas","Occupation","Student  Waitress at Roy's Rolls"
"2180","Nina Lucas","Born","24th April 2002"
"2181","Nina Lucas","Residence","16a Victoria Street"
"2182","Nina Lucas","Father","Richard Lucas"
"2183","Nina Lucas","First appearance","11th November 2019"
"2184","Nina Lucas","Duration","2019 to present"
"2185","Nina Lucas","Number of appearances","303 (as of Episode 10823/4)"
"2186","Nina Lucas","Played by","Mollie Gallagher"
"2187","Bet Lynch","Occupation","Landlady"
"2188","Bet Lynch","Born","4th May 1940"
"2189","Bet Lynch","Birthplace","Weatherfield"
"2190","Bet Lynch","Residence","Brighton"
"2191","Bet Lynch","Father","Patrick Lynch"
"2192","Bet Lynch","Mother","Mary Lynch"
"2193","Bet Lynch","Spouse(s)","Alec Gilroy (1987)"
"2194","Bet Lynch","Children","Martin Downes (1956)"
"2195","Bet Lynch","First appearance","25th May 1966"
"2196","Bet Lynch","Last appearance","30th November 2003"
"2197","Bet Lynch","Duration","1966, 1970-1995,2002, 2003"
"2198","Bet Lynch","Number of appearances","1977"
"2199","Bet Lynch","Played by","Julie Goodyear"
"2200","Scooter Makuna","Born","c.1985"
"2201","Scooter Makuna","Residence","Regent Street"
"2202","Scooter Makuna","First appearance","26th January 2005"
"2203","Scooter Makuna","Last appearance","6th November 2005"
"2204","Scooter Makuna","Duration","2005"
"2205","Scooter Makuna","Number of appearances","50"
"2206","Scooter Makuna","Played by","Sushil Chudasama"
"2207","Becky Mallett","Born","25th December 1998"
"2208","Becky Mallett","Birthplace","Weatherfield"
"2209","Becky Mallett","Residence","Blackpool"
"2210","Becky Mallett","Father","Gary Mallett"
"2211","Becky Mallett","Mother","Judy Mallett"
"2212","Becky Mallett","Sibling(s)","Billy Mallett"
"2213","Becky Mallett","First appearance","25th December 1998"
"2214","Becky Mallett","Last appearance","1st October 2000"
"2215","Becky Mallett","Duration","1998-2000"
"2216","Becky Mallett","Number of appearances","68"
"2217","Becky Mallett","Played by","Megan FosterElizabeth Mackie"
"2218","Billy Mallett","Born","25th December 1998"
"2219","Billy Mallett","Birthplace","Weatherfield"
"2220","Billy Mallett","Residence","Blackpool"
"2221","Billy Mallett","Father","Gary Mallett"
"2222","Billy Mallett","Mother","Judy Mallett"
"2223","Billy Mallett","Sibling(s)","Becky Mallett"
"2224","Billy Mallett","First appearance","25th December 1998"
"2225","Billy Mallett","Last appearance","1st October 2000"
"2226","Billy Mallett","Duration","1998-2000"
"2227","Billy Mallett","Number of appearances","63"
"2228","Billy Mallett","Played by","Lewis Ablett"
"2229","Gary Mallett","Occupation","Builder"
"2230","Gary Mallett","Birthplace","Oldham"
"2231","Gary Mallett","Residence","Blackpool"
"2232","Gary Mallett","Father","Peter Mallett"
"2233","Gary Mallett","Mother","Mrs Mallett"
"2234","Gary Mallett","Sibling(s)","Shane Mallett"
"2235","Gary Mallett","Spouse(s)","Judy Smedley (1993)"
"2236","Gary Mallett","Children","Billy Mallett (1998) Becky Mallett (1998)"
"2237","Gary Mallett","First appearance","2nd October 1995"
"2238","Gary Mallett","Last appearance","1st October 2000"
"2239","Gary Mallett","Duration","1995-2000"
"2240","Gary Mallett","Number of appearances","424"
"2241","Gary Mallett","Played by","Ian Mercer"
"2242","Judy Mallett","Occupation","Arcade employee"
"2243","Judy Mallett","Born","14th August 1971"
"2244","Judy Mallett","Died","24th September 1999"
"2245","Judy Mallett","Mother","Joyce Smedley"
"2246","Judy Mallett","Spouse(s)","Gary Mallett (1993)"
"2247","Judy Mallett","Children","Billy Mallett (1998) Becky Mallett (1998)"
"2248","Judy Mallett","First appearance","2nd October 1995"
"2249","Judy Mallett","Last appearance","26th September 1999"
"2250","Judy Mallett","Duration","1995-1999"
"2251","Judy Mallett","Number of appearances","355"
"2252","Judy Mallett","Played by","Gaynor Faye"
"2253","Anne Malone","Occupation","Shop supervisor"
"2254","Anne Malone","Died","9th October 1998"
"2255","Anne Malone","Father","Ed Malone"
"2256","Anne Malone","Mother","Sarah Malone"
"2257","Anne Malone","First appearance","8th September 1995"
"2258","Anne Malone","Last appearance","11th October 1998"
"2259","Anne Malone","Duration","1995-1997, 1998"
"2260","Anne Malone","Number of appearances","100"
"2261","Anne Malone","Played by","Eve Steele"
"2262","Tara Mandal","Occupation","Art gallery proprietor"
"2263","Tara Mandal","Father","Prem Mandal"
"2264","Tara Mandal","Mother","Nina Mandal"
"2265","Tara Mandal","First appearance","15th September 2008"
"2266","Tara Mandal","Last appearance","11th May 2009"
"2267","Tara Mandal","Duration","2008-2009"
"2268","Tara Mandal","Number of appearances","54"
"2269","Tara Mandal","Played by","Ayesha Dharker"
"2270","Sonia Marshall","Occupation","Factory machinist"
"2271","Sonia Marshall","Residence","Bognor Regis"
"2272","Sonia Marshall","Sibling(s)","Dean Marshall"
"2273","Sonia Marshall","First appearance","16th June 2003"
"2274","Sonia Marshall","Last appearance","20th March 2005"
"2275","Sonia Marshall","Duration","2003-2005"
"2276","Sonia Marshall","Number of appearances","126"
"2277","Sonia Marshall","Played by","Tina Gambe"
"2278","Paula Martin","Occupation","Solicitor"
"2279","Paula Martin","Born","c.1967"
"2280","Paula Martin","Residence","Redbank Apartments, Victoria Street"
"2281","Paula Martin","Spouse(s)","Tim"
"2282","Paula Martin","Children","Isla another child"
"2283","Paula Martin","First appearance","17th August 2018"
"2284","Paula Martin","Last appearance","10th June 2020"
"2285","Paula Martin","Duration","2018-2020"
"2286","Paula Martin","Number of appearances","90"
"2287","Paula Martin","Played by","Stirling Gallacher"
"2288","Dan Mason","Occupation","Bookmaker"
"2289","Dan Mason","Born","c.1976"
"2290","Dan Mason","Father","Harry Mason"
"2291","Dan Mason","First appearance","3rd December 2007"
"2292","Dan Mason","Last appearance","14th November 2008"
"2293","Dan Mason","Duration","2007-2008"
"2294","Dan Mason","Number of appearances","108"
"2295","Dan Mason","Played by","Matthew Crompton"
"2296","Harry Mason","Occupation","Bookmaker"
"2297","Harry Mason","Spouse(s)","Two previous wives Clarissa Mason (1997)"
"2298","Harry Mason","Children","Dan Mason"
"2299","Harry Mason","First appearance","3rd December 2007"
"2300","Harry Mason","Last appearance","26th September 2008"
"2301","Harry Mason","Duration","2007-2008"
"2302","Harry Mason","Number of appearances","85"
"2303","Harry Mason","Played by","Jack Ellis"
"2304","Cathy Matthews","Occupation","Retail assistant"
"2305","Cathy Matthews","Born","12th April 1961"
"2306","Cathy Matthews","Residence","Chorlton"
"2307","Cathy Matthews","Sibling(s)","Nessa Warner"
"2308","Cathy Matthews","Spouse(s)","Alan Matthews"
"2309","Cathy Matthews","First appearance","20th April 2015"
"2310","Cathy Matthews","Last appearance","17th June 2022"
"2311","Cathy Matthews","Duration","2015-2022"
"2312","Cathy Matthews","Number of appearances","472"
"2313","Cathy Matthews","Played by","Melanie Hill"
"2314","Billy Mayhew","Occupation","Archdeacon"
"2315","Billy Mayhew","Born","23rd February"
"2316","Billy Mayhew","Residence","19a Rosamund Street"
"2317","Billy Mayhew","Father","Fred Mayhew"
"2318","Billy Mayhew","Mother","Sandra Mayhew"
"2319","Billy Mayhew","Sibling(s)","Lee Mayhew"
"2320","Billy Mayhew","First appearance","5th December 2014"
"2321","Billy Mayhew","Duration","2014 to present"
"2322","Billy Mayhew","Number of appearances","708 (as of Episode 10823/4)"
"2323","Billy Mayhew","Played by","Daniel Brocklebank"
"2324","Ciaran McCarthy","Occupation","Chef"
"2325","Ciaran McCarthy","Born","1973"
"2326","Ciaran McCarthy","First appearance","7th August 2002"
"2327","Ciaran McCarthy","Last appearance","25th November 2011"
"2328","Ciaran McCarthy","Duration","2002-2005, 2010-2011"
"2329","Ciaran McCarthy","Number of appearances","407"
"2330","Ciaran McCarthy","Played by","Keith Duffy"
"2331","Andy McDonald","Occupation","Teacher  Freelance journalist"
"2332","Andy McDonald","Born","26th June 1974"
"2333","Andy McDonald","Birthplace","Belfast"
"2334","Andy McDonald","Residence","Barcelona"
"2335","Andy McDonald","Father","Jim McDonald"
"2336","Andy McDonald","Mother","Liz McDonald"
"2337","Andy McDonald","Sibling(s)","Steve McDonald Katie McDonald"
"2338","Andy McDonald","First appearance","6th December 1989"
"2339","Andy McDonald","Last appearance","20th August 2009"
"2340","Andy McDonald","Duration","1989-1997, 2000, 2004, 2009"
"2341","Andy McDonald","Number of appearances","610"
"2342","Andy McDonald","Played by","Nicholas Cochrane"
"2343","Becky McDonald","Occupation","Barmaid"
"2344","Becky McDonald","Born","1980"
"2345","Becky McDonald","Residence","Barbados"
"2346","Becky McDonald","Sibling(s)","Kylie Platt (half-sister)"
"2347","Becky McDonald","Spouse(s)","Steve McDonald (2009)"
"2348","Becky McDonald","First appearance","24th August 2005"
"2349","Becky McDonald","Last appearance","23rd January 2012"
"2350","Becky McDonald","Duration","2005, 2006-2012"
"2351","Becky McDonald","Number of appearances","709"
"2352","Becky McDonald","Played by","Amanda Tyrell (2005)Katherine Kelly (2006-2012)"
"2353","Jim McDonald","Born","14th November 1955"
"2354","Jim McDonald","Birthplace","Northern Ireland"
"2355","Jim McDonald","Father","Edward McDonald"
"2356","Jim McDonald","Mother","Maisie McDonald"
"2357","Jim McDonald","Sibling(s)","Eileen McDonald"
"2358","Jim McDonald","Spouse(s)","Liz Greenwood (1974, 2000)"
"2359","Jim McDonald","Children","Andy McDonald (1974) Steve McDonald (1974) Katie McDonald (1992)"
"2360","Jim McDonald","First appearance","27th October 1989"
"2361","Jim McDonald","Last appearance","12th October 2018"
"2362","Jim McDonald","Duration","1989-2000, 2003, 2004, 2005, 2007-2008, 2009, 2010, 2011, 2014, 2018"
"2363","Jim McDonald","Number of appearances","1168"
"2364","Jim McDonald","Played by","Charles Lawson"
"2365","Karen McDonald","Occupation","Machinist"
"2366","Karen McDonald","Born","July 1975"
"2367","Karen McDonald","Father","Malcolm Phillips"
"2368","Karen McDonald","Mother","Margaret Phillips"
"2369","Karen McDonald","Spouse(s)","Steve McDonald (2001, 2004)"
"2370","Karen McDonald","First appearance","21st June 2000"
"2371","Karen McDonald","Last appearance","26th December 2004"
"2372","Karen McDonald","Duration","2000-2004"
"2373","Karen McDonald","Number of appearances","497"
"2374","Karen McDonald","Played by","Suranne Jones"
"2375","Liz McDonald","Occupation","BarmaidReceptionist"
"2376","Liz McDonald","Born","3rd November 1957"
"2377","Liz McDonald","Residence","Spain"
"2378","Liz McDonald","Father","George Greenwood"
"2379","Liz McDonald","Mother","Nancy Greenwood"
"2380","Liz McDonald","Spouse(s)","Jim McDonald (1974, 2000) Vernon Tomlin (2007)"
"2381","Liz McDonald","Children","Andy McDonald (1974) Steve McDonald (1974) Katie McDonald (1992)"
"2382","Liz McDonald","First appearance","27th October 1989"
"2383","Liz McDonald","Last appearance","17th June 2020"
"2384","Liz McDonald","Duration","1989-1998, 2000-2001, 2003, 2004-2011, 2013-2020"
"2385","Liz McDonald","Number of appearances","2420"
"2386","Liz McDonald","Played by","Beverley Callard"
"2387","Steve McDonald","Occupation","Co-owner of Street Cars"
"2388","Steve McDonald","Born","26th June 1974"
"2389","Steve McDonald","Birthplace","Belfast"
"2390","Steve McDonald","Residence","1 Coronation Street"
"2391","Steve McDonald","Father","Jim McDonald"
"2392","Steve McDonald","Mother","Liz McDonald"
"2393","Steve McDonald","Sibling(s)","Andy McDonald Katie McDonald"
"2394","Steve McDonald","Spouse(s)","Vicky Arden (1995) Karen Phillips (2001, 2004) Becky Granger (2009) Tracy Barlow (2012, 2018)Michelle Connor (2015)"
"2395","Steve McDonald","Children","Emma Brooker (1999) Amy Barlow (2004)Ruairi McDonald (2017)Oliver Battersby (2017)"
"2396","Steve McDonald","First appearance","6th December 1989"
"2397","Steve McDonald","Duration","1989 to present"
"2398","Steve McDonald","Number of appearances","3550 (as of Episode 10823/4)"
"2399","Steve McDonald","Played by","Simon Gregson"
"2400","Tracy McDonald","Occupation","Manager of Preston's Petals"
"2401","Tracy McDonald","Born","24th January 1977"
"2402","Tracy McDonald","Birthplace","Weatherfield General, Weatherfield"
"2403","Tracy McDonald","Residence","1 Coronation Street"
"2404","Tracy McDonald","Father","Ray Langton (biological)Ken Barlow (adoptive)"
"2405","Tracy McDonald","Mother","Deirdre Barlow"
"2406","Tracy McDonald","Sibling(s)","Lawrence Cunningham (adoptive half-brother) Peter Barlow (adoptive half-brother) Susan Barlow (adoptive half-sister) Daniel Osbourne (adoptive half-brother)  Unnamed stillborn half-brother"
"2407","Tracy McDonald","Spouse(s)","Robert Preston (1996)Roy Cropper (2003) Steve McDonald (2012, 2018)"
"2408","Tracy McDonald","Children","Amy Barlow (2004)"
"2409","Tracy McDonald","First appearance","24th January 1977"
"2410","Tracy McDonald","Duration","1977-1983, 1985-1995, 1996, 1997, 1999, 2002-2007, 2010 to present"
"2411","Tracy McDonald","Number of appearances","2450 (as of Episode 10823/4)"
"2412","Tracy McDonald","Played by","Christabel Finch (1977-1983)Holly Chamarette (1985-1988)Dawn Acton (1988-1999)Kate Ford (2002 to present)"
"2413","Vicky McDonald","Occupation","Wine bar proprietor"
"2414","Vicky McDonald","Born","8th January 1977"
"2415","Vicky McDonald","Residence","Brighton"
"2416","Vicky McDonald","Father","Tim Arden"
"2417","Vicky McDonald","Mother","Sandra Arden"
"2418","Vicky McDonald","Spouse(s)","Steve McDonald (1995)Robert (1999)"
"2419","Vicky McDonald","First appearance","5th January 1990"
"2420","Vicky McDonald","Last appearance","30th December 1998"
"2421","Vicky McDonald","Duration","1990, 1991-1996, 1998"
"2422","Vicky McDonald","Number of appearances","260"
"2423","Vicky McDonald","Played by","Helen Warburton (1990) Chloe Newsome (1991-1998)"
"2424","Joe McIntyre","Occupation","Kitchen Fitter"
"2425","Joe McIntyre","Born","11th April 1960"
"2426","Joe McIntyre","Died","8th February 2010"
"2427","Joe McIntyre","Spouse(s)","Ann McIntyre (divorced) Gail Platt (2010)"
"2428","Joe McIntyre","Children","Tina McIntyre (1991)"
"2429","Joe McIntyre","First appearance","26th May 2008"
"2430","Joe McIntyre","Last appearance","8th February 2010 (See ""Background information"" below)"
"2431","Joe McIntyre","Duration","2008-2010"
"2432","Joe McIntyre","Number of appearances","175"
"2433","Joe McIntyre","Played by","Reece Dinsdale"
"2434","Tina McIntyre","Occupation","Barmaid"
"2435","Tina McIntyre","Born","18th February 1991"
"2436","Tina McIntyre","Died","2nd June 2014"
"2437","Tina McIntyre","Father","Joe McIntyre"
"2438","Tina McIntyre","Mother","Ann McIntyre"
"2439","Tina McIntyre","Children","Jake Windass (Birth mother; surrogacy)"
"2440","Tina McIntyre","First appearance","7th January 2008"
"2441","Tina McIntyre","Last appearance","2nd June 2014 (on-screen)23rd June 2014 (mobile footage)"
"2442","Tina McIntyre","Duration","2008-2014"
"2443","Tina McIntyre","Number of appearances","870"
"2444","Tina McIntyre","Played by","Michelle Keegan"
"2445","Alan McKenna","Occupation","Detective"
"2446","Alan McKenna","Birthplace","Darlington"
"2447","Alan McKenna","Father","Bernard McKenna"
"2448","Alan McKenna","Mother","Mary McKenna"
"2449","Alan McKenna","Children","Morgan Middleton (1998)"
"2450","Alan McKenna","First appearance","8th November 1996"
"2451","Alan McKenna","Last appearance","10th November 1997"
"2452","Alan McKenna","Duration","1996-1997"
"2453","Alan McKenna","Number of appearances","87"
"2454","Alan McKenna","Played by","Glenn Hugill"
"2455","Geoff Metcalfe","Occupation","DJ  Restauranteur"
"2456","Geoff Metcalfe","Born","24th April 1950"
"2457","Geoff Metcalfe","Died","9th December 2020"
"2458","Geoff Metcalfe","Spouse(s)","Elaine Jones, aka Philippa (1971) Tessa Metcalfe (1974) Yasmeen Nazir (2019)"
"2459","Geoff Metcalfe","Children","Tim Metcalfe (1972)"
"2460","Geoff Metcalfe","First appearance","28th March 2018"
"2461","Geoff Metcalfe","Last appearance","11th December 2020 (real Geoff) 24th August 2022 (dream)"
"2462","Geoff Metcalfe","Duration","2018-2020"
"2463","Geoff Metcalfe","Number of appearances","237"
"2464","Geoff Metcalfe","Played by","Ian Bartholomew"
"2465","Sally Metcalfe","Occupation","Machinery Supervisor at Underworld"
"2466","Sally Metcalfe","Born","11th July 1967"
"2467","Sally Metcalfe","Birthplace","Weatherfield"
"2468","Sally Metcalfe","Residence","4 Coronation Street"
"2469","Sally Metcalfe","Father","Eddie Seddon"
"2470","Sally Metcalfe","Mother","Elsie Seddon"
"2471","Sally Metcalfe","Sibling(s)","Gina Seddon"
"2472","Sally Metcalfe","Spouse(s)","Kevin Webster (1986, 2002)Tim Metcalfe (2015; bigamous, 2020)"
"2473","Sally Metcalfe","Children","Rosie Webster (1990) Sophie Webster (1994)"
"2474","Sally Metcalfe","First appearance","27th January 1986"
"2475","Sally Metcalfe","Duration","1986 to present"
"2476","Sally Metcalfe","Number of appearances","3680 (as of Episode 10823/4)"
"2477","Sally Metcalfe","Played by","Sally Dynevor"
"2478","Tim Metcalfe","Occupation","Co-owner of Street Cars"
"2479","Tim Metcalfe","Born","28th January 1972"
"2480","Tim Metcalfe","Residence","4 Coronation Street"
"2481","Tim Metcalfe","Father","Geoff Metcalfe"
"2482","Tim Metcalfe","Mother","Elaine Jones"
"2483","Tim Metcalfe","Spouse(s)","Charlotte Wood (2004) Sally Webster (2015; bigamous, 2020)"
"2484","Tim Metcalfe","Children","Faye Butler (2002)"
"2485","Tim Metcalfe","First appearance","21st January 2013"
"2486","Tim Metcalfe","Duration","2013 to present"
"2487","Tim Metcalfe","Number of appearances","1072 (as of Episode 10823/4)"
"2488","Tim Metcalfe","Played by","Joe Duttine"
"2489","Yasmeen Metcalfe","Occupation","Co-owner of Speed Daal"
"2490","Yasmeen Metcalfe","Born","16th September 1953"
"2491","Yasmeen Metcalfe","Birthplace","Pakistan"
"2492","Yasmeen Metcalfe","Residence","6 Coronation Street"
"2493","Yasmeen Metcalfe","Spouse(s)","Sharif Nazir (1971) Geoff Metcalfe (2019)"
"2494","Yasmeen Metcalfe","Children","Kal Nazir"
"2495","Yasmeen Metcalfe","First appearance","4th July 2014"
"2496","Yasmeen Metcalfe","Duration","2014 to present"
"2497","Yasmeen Metcalfe","Number of appearances","662 (as of Episode 10823/4)"
"2498","Yasmeen Metcalfe","Played by","Shelley King"
"2499","Fiona Middleton","Occupation","Hairdresser"
"2500","Fiona Middleton","Born","2nd December 1975"
"2501","Fiona Middleton","Residence","Melbourne, Australia"
"2502","Fiona Middleton","Father","Clive Middleton"
"2503","Fiona Middleton","Mother","Pam Middleton"
"2504","Fiona Middleton","Sibling(s)","Lee Middleton  An older sister"
"2505","Fiona Middleton","Spouse(s)","John Brooker"
"2506","Fiona Middleton","Children","Morgan Middleton (1998) Emma Brooker (1999)"
"2507","Fiona Middleton","First appearance","14th December 1992"
"2508","Fiona Middleton","Last appearance","21st August 2019"
"2509","Fiona Middleton","Duration","1992-1998, 2019"
"2510","Fiona Middleton","Number of appearances","493"
"2511","Fiona Middleton","Played by","Angela Griffin"
"2512","Daisy Midgeley","Born","c.1996"
"2513","Daisy Midgeley","Residence","1 Coronation Street"
"2514","Daisy Midgeley","Father","Mr Midgeley"
"2515","Daisy Midgeley","Sibling(s)","Tom Midgeley (half-brother)  another half-brother"
"2516","Daisy Midgeley","First appearance","27th November 2020"
"2517","Daisy Midgeley","Duration","2020 to present"
"2518","Daisy Midgeley","Number of appearances","270 (as of Episode 10823/4)"
"2519","Daisy Midgeley","Played by","Charlotte Jordan"
"2520","Edna Miller","Occupation","Factory workerBarmaid"
"2521","Edna Miller","Born","c.1952"
"2522","Edna Miller","Died","19th September 2001"
"2523","Edna Miller","Sibling(s)","Iris Merry"
"2524","Edna Miller","Spouse(s)","Leslieplus 2 more husbands"
"2525","Edna Miller","First appearance","24th June 1998"
"2526","Edna Miller","Last appearance","19th September 2001"
"2527","Edna Miller","Duration","1998, 2000-2001"
"2528","Edna Miller","Number of appearances","50"
"2529","Edna Miller","Played by","Joan Kempson"
"2530","Charlie Moffitt","Occupation","Comedian"
"2531","Charlie Moffitt","First appearance","20th May 1964"
"2532","Charlie Moffitt","Last appearance","15th December 1965"
"2533","Charlie Moffitt","Duration","1964-1965"
"2534","Charlie Moffitt","Number of appearances","101"
"2535","Charlie Moffitt","Played by","Gordon Rollings"
"2536","Poppy Morales","Occupation","Barmaid"
"2537","Poppy Morales","First appearance","17th December 2008"
"2538","Poppy Morales","Last appearance","8th June 2009"
"2539","Poppy Morales","Duration","2008-2009"
"2540","Poppy Morales","Number of appearances","60"
"2541","Poppy Morales","Played by","Sophiya Haque"
"2542","Darryl Morton","Occupation","Shop manager"
"2543","Darryl Morton","Born","10th April 1989"
"2544","Darryl Morton","Residence","Spain"
"2545","Darryl Morton","Father","Jerry Morton"
"2546","Darryl Morton","Mother","Teresa Bryant"
"2547","Darryl Morton","Sibling(s)","Jodie Morton Mel Morton Kayleigh Morton Finlay Bryant (half-brother)"
"2548","Darryl Morton","First appearance","18th March 2007"
"2549","Darryl Morton","Last appearance","16th October 2009"
"2550","Darryl Morton","Duration","2007-2009"
"2551","Darryl Morton","Number of appearances","219"
"2552","Darryl Morton","Played by","Jonathan Dixon"
"2553","Jerry Morton","Occupation","Shopkeeper"
"2554","Jerry Morton","Born","12th November 1957"
